paper_id,condition,repeat,context,factor,score,call_id,scientific_model,temperature,parse_status,parser_method
Furutachi2024,NO_FIGURE_TEXT,1,GO,Hierarchical Mechanism Invariance,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Hierarchical Activity Ubiquity,0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Hierarchical Activity Ubiquity,0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Hierarchical CSD Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Hierarchical CSD Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Cross-Scale Hierarchical Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Cross-Scale Hierarchical Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Hierarchical Presence (V1-PFC),0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Hierarchical Presence (V1-PFC),0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Cross-Modal Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Cross-Modal Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Interspecies Hierarchical Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Interspecies Hierarchical Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Temporal Stability of Ubiquity,0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Temporal Stability of Ubiquity,0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Hierarchical Order Stability,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Hierarchical Order Stability,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,Population-Wide Ubiquity,0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,Population-Wide Ubiquity,0.5,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,LO,State-Independent Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Furutachi2024,NO_FIGURE_TEXT,1,GO,State-Independent Ubiquity,,NOFIG__Furutachi2024__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,cleaned_json
Garret2020,NO_FIGURE_TEXT,1,LO,Subtractive Inhibition (SST),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Subtractive Inhibition (SST),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Divisive Inhibition (PV),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Divisive Inhibition (PV),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Inhibition (GABA),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Inhibition (GABA),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Habituation to Sequence,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Habituation to Sequence,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Synaptic Depression (Adaptation),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Synaptic Depression (Adaptation),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Activity Suppression,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Activity Suppression,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Selective Sharpening,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Selective Sharpening,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Alpha/Beta Mediated Suppression,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Alpha/Beta Mediated Suppression,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,VIP-Mediated Disinhibition,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,VIP-Mediated Disinhibition,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Precision Weighting (Gain),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Precision Weighting (Gain),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,E/I Balance Shift,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,E/I Balance Shift,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Omission Response,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Omission Response,1.0,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Deviance Detection,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Deviance Detection,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward AMPA,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward AMPA,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward NMDA,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward NMDA,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Ascending Gamma,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Ascending Gamma,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Absence of Feedback Error,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Absence of Feedback Error,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Supragranular Activity (L2/3),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Supragranular Activity (L2/3),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Granular Activity (L4),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Granular Activity (L4),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Directed Connectivity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Directed Connectivity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Activation,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Activation,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Ascending Latency Shift,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Ascending Latency Shift,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Feedforward Error Propagation,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Feedforward Error Propagation,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Subcortical Feedforward Relaying,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Subcortical Feedforward Relaying,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Canonical Microcircuit Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Canonical Microcircuit Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Hierarchical Mechanism Invariance,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Hierarchical Mechanism Invariance,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Hierarchical Activity Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Hierarchical Activity Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Hierarchical CSD Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Hierarchical CSD Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Cross-Scale Hierarchical Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Cross-Scale Hierarchical Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Hierarchical Presence (V1-PFC),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Hierarchical Presence (V1-PFC),,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Cross-Modal Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Cross-Modal Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Interspecies Hierarchical Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Interspecies Hierarchical Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Temporal Stability of Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Temporal Stability of Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Hierarchical Order Stability,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Hierarchical Order Stability,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,Population-Wide Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,Population-Wide Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,LO,State-Independent Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Garret2020,NO_FIGURE_TEXT,1,GO,State-Independent Ubiquity,,NOFIG__Garret2020__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Subtractive Inhibition (SST),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Subtractive Inhibition (SST),0.5,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Divisive Inhibition (PV),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Divisive Inhibition (PV),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Inhibition (GABA),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Inhibition (GABA),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Habituation to Sequence,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Habituation to Sequence,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Synaptic Depression (Adaptation),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Synaptic Depression (Adaptation),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Activity Suppression,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Activity Suppression,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Selective Sharpening,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Selective Sharpening,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Alpha/Beta Mediated Suppression,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Alpha/Beta Mediated Suppression,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,VIP-Mediated Disinhibition,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,VIP-Mediated Disinhibition,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Precision Weighting (Gain),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Precision Weighting (Gain),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,E/I Balance Shift,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,E/I Balance Shift,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Omission Response,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Omission Response,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Deviance Detection,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Deviance Detection,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward AMPA,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward AMPA,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward NMDA,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward NMDA,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Ascending Gamma,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Ascending Gamma,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Absence of Feedback Error,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Absence of Feedback Error,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Supragranular Activity (L2/3),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Supragranular Activity (L2/3),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Granular Activity (L4),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Granular Activity (L4),,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Directed Connectivity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Directed Connectivity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Non-local Activation,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Non-local Activation,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Ascending Latency Shift,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Ascending Latency Shift,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Feedforward Error Propagation,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Feedforward Error Propagation,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Subcortical Feedforward Relaying,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Subcortical Feedforward Relaying,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Canonical Microcircuit Ubiquity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Canonical Microcircuit Ubiquity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Hierarchical Mechanism Invariance,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Hierarchical Mechanism Invariance,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Hierarchical Activity Ubiquity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,GO,Hierarchical Activity Ubiquity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
Greedy2022,NO_FIGURE_TEXT,1,LO,Hierarchical CSD Ubiquity,,NOFIG__Greedy2022__gemma-4-31b-it__T000__R01,gemma-4-31b-it,0.0,valid,strict_json
